Entity,Code,Year,PercentofRenewables
Algeria,DZA,1967,4.2919535636901900
Algeria,DZA,1968,5.486194610595700
Algeria,DZA,1969,3.1827635765075700
Algeria,DZA,1970,4.665683746337890
Algeria,DZA,1971,2.455918788909910
Algeria,DZA,1972,3.278343439102170
Algeria,DZA,1973,4.175826072692870
Algeria,DZA,1974,2.4947381019592300
Algeria,DZA,1975,1.378281831741330
Algeria,DZA,1976,1.4010223150253300
Algeria,DZA,1977,0.8817282319068910
Algeria,DZA,1978,0.6521151065826420
Algeria,DZA,1979,0.5792936086654660
Algeria,DZA,1980,0.4290015995502470
Algeria,DZA,1981,0.50294029712677
Algeria,DZA,1982,0.570870041847229
Algeria,DZA,1983,0.25644946098327600
Algeria,DZA,1984,0.5136735439300540
Algeria,DZA,1985,0.7282653450965880
Algeria,DZA,1986,0.26640447974205000
Algeria,DZA,1987,0.5174273252487180
Algeria,DZA,1988,0.17717435956001300
Algeria,DZA,1989,0.22495822608470900
Algeria,DZA,1990,0.12673869729042100
Algeria,DZA,1991,0.2776069939136510
Algeria,DZA,1992,0.1837574690580370
Algeria,DZA,1993,0.35028013586998000
Algeria,DZA,1994,0.1625789850950240
Algeria,DZA,1995,0.182247593998909
Algeria,DZA,1996,0.12880340218544000
Algeria,DZA,1997,0.07445590198040010
Algeria,DZA,1998,0.20617961883544900
Algeria,DZA,1999,0.1927434206008910
Algeria,DZA,2000,0.053235482424497600
Algeria,DZA,2001,0.065218485891819
Algeria,DZA,2002,0.05167676880955700
Algeria,DZA,2003,0.22810399532318100
Algeria,DZA,2004,0.2067869007587430
Algeria,DZA,2005,0.43411877751350400
Algeria,DZA,2006,0.1632719486951830
Algeria,DZA,2007,0.1599045693874360
Algeria,DZA,2008,0.1877543032169340
Algeria,DZA,2009,0.2127854824066160
Algeria,DZA,2010,0.11513237655162800
Algeria,DZA,2011,0.23525990545749700
Algeria,DZA,2012,0.22453194856643700
Algeria,DZA,2013,0.06476319581270220
Algeria,DZA,2014,0.11750246584415400
Algeria,DZA,2015,0.09681336581707000
Algeria,DZA,2016,0.14580711722374000
Algeria,DZA,2017,0.24701829254627200
Algeria,DZA,2018,0.2876792848110200
Algeria,DZA,2019,0.2947469651699070
Algeria,DZA,2020,0.29789942502975500
Algeria,DZA,2021,0.2613673508167270
Argentina,ARG,1965,1.1027235984802200
Argentina,ARG,1966,1.0818976163864100
Argentina,ARG,1967,1.0765652656555200
Argentina,ARG,1968,1.2273393869400000
Argentina,ARG,1969,1.0651699304580700
Argentina,ARG,1970,1.3534115552902200
Argentina,ARG,1971,1.2703214883804300
Argentina,ARG,1972,1.2349965572357200
Argentina,ARG,1973,2.2836952209472700
Argentina,ARG,1974,3.6298017501831100
Argentina,ARG,1975,3.8622028827667200
Argentina,ARG,1976,3.5544235706329300
Argentina,ARG,1977,3.9092395305633500
Argentina,ARG,1978,5.227678298950200
Argentina,ARG,1979,6.702306270599370
Argentina,ARG,1980,9.55285930633545
Argentina,ARG,1981,9.54153060913086
Argentina,ARG,1982,11.22947883605960
Argentina,ARG,1983,11.303474426269500
Argentina,ARG,1984,12.132671356201200
Argentina,ARG,1985,12.75955581665040
Argentina,ARG,1986,12.2985258102417
Argentina,ARG,1987,12.247486114502000
Argentina,ARG,1988,8.417366981506350
Argentina,ARG,1989,7.543593406677250
Argentina,ARG,1990,10.292678833007800
Argentina,ARG,1991,9.081443786621090
Argentina,ARG,1992,10.206743240356400
Argentina,ARG,1993,12.216532707214400
Argentina,ARG,1994,13.306406021118200
Argentina,ARG,1995,12.535518646240200
Argentina,ARG,1996,10.225037574768100
Argentina,ARG,1997,12.514141082763700
Argentina,ARG,1998,11.482151985168500
Argentina,ARG,1999,9.226556777954100
Argentina,ARG,2000,12.283858299255400
Argentina,ARG,2001,15.937487602233900
Argentina,ARG,2002,16.249305725097700
Argentina,ARG,2003,14.408259391784700
Argentina,ARG,2004,12.185575485229500
Argentina,ARG,2005,12.78852367401120
Argentina,ARG,2006,13.449461936950700
Argentina,ARG,2007,10.599154472351100
Argentina,ARG,2008,10.437064170837400
Argentina,ARG,2009,11.783506393432600
Argentina,ARG,2010,11.661375045776400
Argentina,ARG,2011,10.929448127746600
Argentina,ARG,2012,10.216425895690900
Argentina,ARG,2013,10.950078964233400
Argentina,ARG,2014,11.03897762298580
Argentina,ARG,2015,10.907397270202600
Argentina,ARG,2016,10.167007446289100
Argentina,ARG,2017,10.96471881866460
Argentina,ARG,2018,11.397629737854000
Argentina,ARG,2019,11.926772117614700
Argentina,ARG,2020,12.17941665649410
Argentina,ARG,2021,11.329249382019000
Asia,,1965,7.898136138916020
Asia,,1966,7.591160297393800
Asia,,1967,6.774782180786130
Asia,,1968,6.976727485656740
Asia,,1969,6.371641159057620
Asia,,1970,5.764333248138430
Asia,,1971,5.742181301116940
Asia,,1972,5.588597297668460
Asia,,1973,4.7971978187561000
Asia,,1974,5.339972496032720
Asia,,1975,5.550854206085210
Asia,,1976,5.395175457000730
Asia,,1977,4.973343849182130
Asia,,1978,4.8990020751953100
Asia,,1979,5.030862808227540
Asia,,1980,5.401125907897950
Asia,,1981,5.707388877868650
Asia,,1982,5.710594177246090
Asia,,1983,5.696269512176510
Asia,,1984,5.314929008483890
Asia,,1985,5.35189151763916
Asia,,1986,5.188940525054930
Asia,,1987,5.080799579620360
Asia,,1988,5.439732551574710
Asia,,1989,5.326009750366210
Asia,,1990,5.332828998565670
Asia,,1991,5.191641807556150
Asia,,1992,5.006854057312010
Asia,,1993,5.318292617797850
Asia,,1994,5.057206630706790
Asia,,1995,5.2637858390808100
Asia,,1996,5.012627124786380
Asia,,1997,4.887909412384030
Asia,,1998,5.174960136413570
Asia,,1999,4.922501564025880
Asia,,2000,4.9022626876831100
Asia,,2001,5.0715131759643600
Asia,,2002,4.974641799926760
Asia,,2003,4.775404930114750
Asia,,2004,5.084468364715580
Asia,,2005,4.912455081939700
Asia,,2006,5.102126121521000
Asia,,2007,5.057849407196050
Asia,,2008,5.56089973449707
Asia,,2009,5.4014129638671900
Asia,,2010,5.894656658172610
Asia,,2011,5.820296287536620
Asia,,2012,6.395725727081300
Asia,,2013,6.868678092956540
Asia,,2014,7.412151336669920
Asia,,2015,7.781671047210690
Asia,,2016,8.205105781555180
Asia,,2017,8.699320793151860
Asia,,2018,9.161236763000490
Asia,,2019,9.80544662475586
Asia,,2020,10.580009460449200
Asia,,2021,10.954556465148900
Asia Pacific (BP),,1965,8.90676498413086
Asia Pacific (BP),,1966,8.529315948486330
Asia Pacific (BP),,1967,7.666352272033690
Asia Pacific (BP),,1968,7.8299150466918900
Asia Pacific (BP),,1969,7.13438606262207
Asia Pacific (BP),,1970,6.514065742492680
Asia Pacific (BP),,1971,6.556039810180660
Asia Pacific (BP),,1972,6.363263130187990
Asia Pacific (BP),,1973,5.580256462097170
Asia Pacific (BP),,1974,6.154123783111570
Asia Pacific (BP),,1975,6.327986717224120
Asia Pacific (BP),,1976,6.05428409576416
Asia Pacific (BP),,1977,5.573482036590580
Asia Pacific (BP),,1978,5.450265407562260
Asia Pacific (BP),,1979,5.659092426300050
Asia Pacific (BP),,1980,6.012509346008300
Asia Pacific (BP),,1981,6.357166290283200
Asia Pacific (BP),,1982,6.347828388214110
Asia Pacific (BP),,1983,6.465396881103520
Asia Pacific (BP),,1984,6.072128772735600
Asia Pacific (BP),,1985,6.183801651000980
Asia Pacific (BP),,1986,6.097188472747800
Asia Pacific (BP),,1987,5.757307052612310
Asia Pacific (BP),,1988,5.9299726486206100
Asia Pacific (BP),,1989,6.046374797821050
Asia Pacific (BP),,1990,5.901330471038820
Asia Pacific (BP),,1991,5.801678657531740
Asia Pacific (BP),,1992,5.433712005615230
Asia Pacific (BP),,1993,5.632143974304200
Asia Pacific (BP),,1994,5.420175552368160
Asia Pacific (BP),,1995,5.651620388031010
Asia Pacific (BP),,1996,5.295516014099120
Asia Pacific (BP),,1997,5.2037434577941900
Asia Pacific (BP),,1998,5.553133964538570
Asia Pacific (BP),,1999,5.334319114685060
Asia Pacific (BP),,2000,5.378320217132570
Asia Pacific (BP),,2001,5.6329803466796900
Asia Pacific (BP),,2002,5.465610027313230
Asia Pacific (BP),,2003,5.178248882293700
Asia Pacific (BP),,2004,5.497467517852780
Asia Pacific (BP),,2005,5.34283447265625
Asia Pacific (BP),,2006,5.557189464569090
Asia Pacific (BP),,2007,5.582265377044680
Asia Pacific (BP),,2008,6.340683937072750
Asia Pacific (BP),,2009,6.175616264343260
Asia Pacific (BP),,2010,6.65413236618042
Asia Pacific (BP),,2011,6.629954814910890
Asia Pacific (BP),,2012,7.2913312911987300
Asia Pacific (BP),,2013,7.881535530090330
Asia Pacific (BP),,2014,8.644287109375
Asia Pacific (BP),,2015,8.97430419921875
Asia Pacific (BP),,2016,9.49662971496582
Asia Pacific (BP),,2017,10.049201965332000
Asia Pacific (BP),,2018,10.646099090576200
Asia Pacific (BP),,2019,11.194805145263700
Asia Pacific (BP),,2020,12.173392295837400
Asia Pacific (BP),,2021,12.723151206970200
Australia,AUS,1965,5.562621593475340
Australia,AUS,1966,5.071894645690920
Australia,AUS,1967,4.949548721313480
Australia,AUS,1968,4.865467548370360
Australia,AUS,1969,5.0869879722595200
Australia,AUS,1970,5.421450614929200
Australia,AUS,1971,5.822727203369140
Australia,AUS,1972,5.599285125732420
Australia,AUS,1973,5.588664531707760
Australia,AUS,1974,5.955109596252440
Australia,AUS,1975,6.297008037567140
Australia,AUS,1976,5.793421268463140
Australia,AUS,1977,5.269774913787840
Australia,AUS,1978,5.50869607925415
Australia,AUS,1979,5.1658406257629400
Australia,AUS,1980,4.862271785736080
Australia,AUS,1981,4.930354595184330
Australia,AUS,1982,4.636782646179200
Australia,AUS,1983,4.534481525421140
Australia,AUS,1984,4.718454360961910
Australia,AUS,1985,4.863154888153080
Australia,AUS,1986,4.798559665679930
Australia,AUS,1987,4.532893180847170
Australia,AUS,1988,4.6416802406311000
Australia,AUS,1989,4.419953346252440
Australia,AUS,1990,4.459391117095950
Australia,AUS,1991,4.7400617599487300
Australia,AUS,1992,4.731717109680180
Australia,AUS,1993,4.75942850112915
Australia,AUS,1994,4.5271806716918900
Australia,AUS,1995,4.239725112915040
Australia,AUS,1996,4.23659086227417
Australia,AUS,1997,4.145838737487790
Australia,AUS,1998,4.037755966186520
Australia,AUS,1999,4.0089335441589400
Australia,AUS,2000,3.988877773284910
Australia,AUS,2001,3.8707621097564700
Australia,AUS,2002,3.931450366973880
Australia,AUS,2003,4.0149688720703100
Australia,AUS,2004,4.036560535430910
Australia,AUS,2005,4.313553333282470
Australia,AUS,2006,4.233413219451900
Australia,AUS,2007,3.9767227172851600
Australia,AUS,2008,3.681326389312740
Australia,AUS,2009,3.9202661514282200
Australia,AUS,2010,4.312804698944090
Australia,AUS,2011,5.698980808258060
Australia,AUS,2012,5.700209140777590
Australia,AUS,2013,6.525868892669680
Australia,AUS,2014,5.979823112487790
Australia,AUS,2015,6.290020942687990
Australia,AUS,2016,7.189175605773930
Australia,AUS,2017,6.750126838684080
Australia,AUS,2018,8.300061225891110
Australia,AUS,2019,8.880722045898440
Australia,AUS,2020,10.789811134338400
Australia,AUS,2021,12.933531761169400
Austria,AUT,1965,25.096406936645500
Austria,AUT,1966,25.840192794799800
Austria,AUT,1967,26.118928909301800
Austria,AUT,1968,25.099164962768600
Austria,AUT,1969,22.27536964416500
Austria,AUT,1970,24.77025604248050
Austria,AUT,1971,19.652301788330100
Austria,AUT,1972,19.524147033691400
Austria,AUT,1973,20.177391052246100
Austria,AUT,1974,23.734527587890600
Austria,AUT,1975,25.03424644470220
Austria,AUT,1976,20.905319213867200
Austria,AUT,1977,25.271305084228500
Austria,AUT,1978,24.244625091552700
Austria,AUT,1979,25.784454345703100
Austria,AUT,1980,26.82601547241210
Austria,AUT,1981,29.28065299987790
Austria,AUT,1982,30.31977081298830
Austria,AUT,1983,30.117788314819300
Austria,AUT,1984,26.68983268737790
Austria,AUT,1985,29.769283294677700
Austria,AUT,1986,30.177656173706100
Austria,AUT,1987,32.193809509277300
Austria,AUT,1988,32.7332649230957
Austria,AUT,1989,32.40857696533200
Austria,AUT,1990,28.9086856842041
Austria,AUT,1991,27.587186813354500
Austria,AUT,1992,31.037273406982400
Austria,AUT,1993,32.08808517456060
Austria,AUT,1994,31.296300888061500
Austria,AUT,1995,31.515920639038100
Austria,AUT,1996,28.95120620727540
Austria,AUT,1997,29.96346664428710
Austria,AUT,1998,30.441696166992200
Austria,AUT,1999,32.257999420166000
Austria,AUT,2000,32.95425796508790
Austria,AUT,2001,30.816513061523400
Austria,AUT,2002,30.325117111206100
Austria,AUT,2003,25.140518188476600
Austria,AUT,2004,27.633785247802700
Austria,AUT,2005,27.947860717773400
Austria,AUT,2006,28.591209411621100
Austria,AUT,2007,30.980609893798800
Austria,AUT,2008,31.345478057861300
Austria,AUT,2009,34.322513580322300
Austria,AUT,2010,31.605642318725600
Austria,AUT,2011,30.720794677734400
Austria,AUT,2012,35.929344177246100
Austria,AUT,2013,35.26667404174810
Austria,AUT,2014,36.640296936035200
Austria,AUT,2015,34.96407699584960
Austria,AUT,2016,35.65185546875
Austria,AUT,2017,34.502872467041000
Austria,AUT,2018,34.56892776489260
Austria,AUT,2019,35.61137771606450
Austria,AUT,2020,38.26066970825200
Austria,AUT,2021,37.48179244995120
Azerbaijan,AZE,1985,1.6519356966018700
Azerbaijan,AZE,1986,0.9406937956810000
Azerbaijan,AZE,1987,0.970684289932251
Azerbaijan,AZE,1988,0.8420581221580510
Azerbaijan,AZE,1989,0.8257337808609010
Azerbaijan,AZE,1990,1.881659984588620
Azerbaijan,AZE,1991,2.0779731273651100
Azerbaijan,AZE,1992,2.409932851791380
Azerbaijan,AZE,1993,3.8572144508361800
Azerbaijan,AZE,1994,3.1670033931732200
Azerbaijan,AZE,1995,2.864072799682620
Azerbaijan,AZE,1996,3.4498770236969000
Azerbaijan,AZE,1997,4.0128254890441900
Azerbaijan,AZE,1998,4.555314540863040
Azerbaijan,AZE,1999,3.5315983295440700
Azerbaijan,AZE,2000,3.446013927459720
Azerbaijan,AZE,2001,3.011781692504880
Azerbaijan,AZE,2002,4.700666427612310
Azerbaijan,AZE,2003,5.277902603149410
Azerbaijan,AZE,2004,5.158581733703610
Azerbaijan,AZE,2005,5.165003299713140
Azerbaijan,AZE,2006,4.366299629211430
Azerbaijan,AZE,2007,4.502970218658450
Azerbaijan,AZE,2008,4.184756755828860
Azerbaijan,AZE,2009,4.871127605438230
Azerbaijan,AZE,2010,7.311431884765630
Azerbaijan,AZE,2011,5.077953815460210
Azerbaijan,AZE,2012,3.337345600128170
Azerbaijan,AZE,2013,2.7806928157806400
Azerbaijan,AZE,2014,2.433617115020750
Azerbaijan,AZE,2015,2.757688045501710
Azerbaijan,AZE,2016,3.3459079265594500
Azerbaijan,AZE,2017,3.049804449081420
Azerbaijan,AZE,2018,3.070157051086430
Azerbaijan,AZE,2019,2.674583911895750
Azerbaijan,AZE,2020,1.9758317470550500
Azerbaijan,AZE,2021,2.201542854309080
Bangladesh,BGD,1971,3.859757661819460
Bangladesh,BGD,1972,3.406534433364870
Bangladesh,BGD,1973,5.024386882781980
Bangladesh,BGD,1974,3.4634594917297400
Bangladesh,BGD,1975,6.043976306915280
Bangladesh,BGD,1976,5.868124008178710
Bangladesh,BGD,1977,5.079775810241700
Bangladesh,BGD,1978,5.536711692810060
Bangladesh,BGD,1979,5.825671672821050
Bangladesh,BGD,1980,4.960880279541020
Bangladesh,BGD,1981,5.0166497230529800
Bangladesh,BGD,1982,3.805250644683840
Bangladesh,BGD,1983,4.870658874511720
Bangladesh,BGD,1984,6.105583190917970
Bangladesh,BGD,1985,4.526681423187260
Bangladesh,BGD,1986,2.5327975749969500
Bangladesh,BGD,1987,2.6365013122558600
Bangladesh,BGD,1988,3.0908639430999800
Bangladesh,BGD,1989,3.9078640937805200
Bangladesh,BGD,1990,3.539271354675290
Bangladesh,BGD,1991,3.477609157562260
Bangladesh,BGD,1992,3.0288853645324700
Bangladesh,BGD,1993,2.1043288707733200
Bangladesh,BGD,1994,2.7616806030273400
Bangladesh,BGD,1995,1.0269947052002000
Bangladesh,BGD,1996,1.9475641250610400
Bangladesh,BGD,1997,1.8034275770187400
Bangladesh,BGD,1998,2.037123680114750
Bangladesh,BGD,1999,1.93972909450531
Bangladesh,BGD,2000,1.6270726919174200
Bangladesh,BGD,2001,1.8750032186508200
Bangladesh,BGD,2002,1.3622075319290200
Bangladesh,BGD,2003,1.2784041166305500
Bangladesh,BGD,2004,1.2296963930130000
Bangladesh,BGD,2005,1.1353458166122400
Bangladesh,BGD,2006,1.046309471130370
Bangladesh,BGD,2007,1.0207374095916700
Bangladesh,BGD,2008,1.2218128442764300
Bangladesh,BGD,2009,0.5117601156234740
Bangladesh,BGD,2010,0.8648931980133060
Bangladesh,BGD,2011,0.9513694643974300
Bangladesh,BGD,2012,0.8256486654281620
Bangladesh,BGD,2013,0.7885019183158880
Bangladesh,BGD,2014,0.6461619734764100
Bangladesh,BGD,2015,0.8184085488319400
Bangladesh,BGD,2016,0.8060975074768070
Bangladesh,BGD,2017,0.8946443200111390
Bangladesh,BGD,2018,0.7471175193786620
Bangladesh,BGD,2019,0.675128698348999
Bangladesh,BGD,2020,0.6580818295478820
Bangladesh,BGD,2021,0.6501469016075130
Belarus,BLR,1985,0.014493477530777500
Belarus,BLR,1986,0.012695332057774100
Belarus,BLR,1987,0.012513182125985600
Belarus,BLR,1988,0.012336068786680700
Belarus,BLR,1989,0.012754959054291200
Belarus,BLR,1990,0.012691676616668700
Belarus,BLR,1991,0.011448725126683700
Belarus,BLR,1992,0.0124688521027565
Belarus,BLR,1993,0.016665900126099600
Belarus,BLR,1994,0.019936153665185000
Belarus,BLR,1995,0.02358926460146900
Belarus,BLR,1996,0.018399424850940700
Belarus,BLR,1997,0.023874051868915600
Belarus,BLR,1998,0.032551832497119900
Belarus,BLR,1999,0.022707760334014900
Belarus,BLR,2000,0.03130186349153520
Belarus,BLR,2001,0.03554346412420270
Belarus,BLR,2002,0.032997068017721200
Belarus,BLR,2003,0.031896285712719000
Belarus,BLR,2004,0.03438013792037960
Belarus,BLR,2005,0.037284452468156800
Belarus,BLR,2006,0.036012791097164200
Belarus,BLR,2007,0.049696002155542400
Belarus,BLR,2008,0.07290583848953250
Belarus,BLR,2009,0.11325269937515300
Belarus,BLR,2010,0.1292484998703000
Belarus,BLR,2011,0.1430341899394990
Belarus,BLR,2012,0.15896934270858800
Belarus,BLR,2013,0.2241222858428960
Belarus,BLR,2014,0.20674793422222100
Belarus,BLR,2015,0.272726833820343
Belarus,BLR,2016,0.346439927816391
Belarus,BLR,2017,0.6887630820274350
Belarus,BLR,2018,0.5790961384773250
Belarus,BLR,2019,0.7077696323394780
Belarus,BLR,2020,0.9897245168685910
Belarus,BLR,2021,0.9698578119277950
Belgium,BEL,1965,0.19477374851703600
Belgium,BEL,1966,0.2222243994474410
Belgium,BEL,1967,0.1685035675764080
Belgium,BEL,1968,0.15502341091632800
Belgium,BEL,1969,0.13315211236476900
Belgium,BEL,1970,0.13480938971042600
Belgium,BEL,1971,0.07485564798116680
Belgium,BEL,1972,0.09458449482917790
Belgium,BEL,1973,0.1535860300064090
Belgium,BEL,1974,0.19144314527511600
Belgium,BEL,1975,0.15560853481292700
Belgium,BEL,1976,0.09175518155097960
Belgium,BEL,1977,0.263500452041626
Belgium,BEL,1978,0.2591516971588140
Belgium,BEL,1979,0.2870648205280300
Belgium,BEL,1980,0.3143763244152070
Belgium,BEL,1981,0.38186049461364700
Belgium,BEL,1982,0.2197636067867280
Belgium,BEL,1983,0.21319487690925600
Belgium,BEL,1984,0.2137230485677720
Belgium,BEL,1985,0.18697687983512900
Belgium,BEL,1986,0.2481858879327770
Belgium,BEL,1987,0.3006138801574710
Belgium,BEL,1988,0.28122860193252600
Belgium,BEL,1989,0.25771328806877100
Belgium,BEL,1990,0.2747964859008790
Belgium,BEL,1991,0.2574799358844760
Belgium,BEL,1992,0.2941910922527310
Belgium,BEL,1993,0.24665305018425000
Belgium,BEL,1994,0.27591463923454300
Belgium,BEL,1995,0.3051198720932010
Belgium,BEL,1996,0.24272088706493400
Belgium,BEL,1997,0.2500346302986150
Belgium,BEL,1998,0.31667664647102400
Belgium,BEL,1999,0.3602191209793090
Belgium,BEL,2000,0.43326905369758600
Belgium,BEL,2001,0.44920527935028100
Belgium,BEL,2002,0.4797349274158480
Belgium,BEL,2003,0.48671454191207900
Belgium,BEL,2004,0.6062989234924320
Belgium,BEL,2005,0.8666802048683170
Belgium,BEL,2006,1.2095450162887600
Belgium,BEL,2007,1.4152519702911400
Belgium,BEL,2008,1.7643935680389400
Belgium,BEL,2009,2.521434783935550
Belgium,BEL,2010,3.099550724029540
Belgium,BEL,2011,4.04599142074585
Belgium,BEL,2012,5.060074806213380
Belgium,BEL,2013,5.382620334625240
Belgium,BEL,2014,6.051173210144040
Belgium,BEL,2015,6.661416530609130
Belgium,BEL,2016,6.3574538230896
Belgium,BEL,2017,6.910615921020510
Belgium,BEL,2018,7.41519021987915
Belgium,BEL,2019,7.959382057189940
Belgium,BEL,2020,10.63779067993160
Belgium,BEL,2021,9.336408615112310
Brazil,BRA,1965,27.548721313476600
Brazil,BRA,1966,27.618213653564500
Brazil,BRA,1967,27.880290985107400
Brazil,BRA,1968,25.555753707885700
Brazil,BRA,1969,25.05621910095220
Brazil,BRA,1970,26.901081085205100
Brazil,BRA,1971,26.817771911621100
Brazil,BRA,1972,27.39073371887210
Brazil,BRA,1973,26.101699829101600
Brazil,BRA,1974,26.92813491821290
Brazil,BRA,1975,27.995861053466800
Brazil,BRA,1976,29.16008758544920
Brazil,BRA,1977,31.08434295654300
Brazil,BRA,1978,31.529354095459000
Brazil,BRA,1979,33.387489318847700
Brazil,BRA,1980,36.18800735473630
Brazil,BRA,1981,37.504878997802700
Brazil,BRA,1982,39.09782028198240
Brazil,BRA,1983,41.86777114868160
Brazil,BRA,1984,43.21894836425780
Brazil,BRA,1985,43.929534912109400
Brazil,BRA,1986,43.21952438354490
Brazil,BRA,1987,42.7772102355957
Brazil,BRA,1988,44.01119613647460
Brazil,BRA,1989,44.574317932128900
Brazil,BRA,1990,45.27548599243160
Brazil,BRA,1991,45.86178970336910
Brazil,BRA,1992,44.902706146240200
Brazil,BRA,1993,45.159629821777300
Brazil,BRA,1994,44.56560134887700
Brazil,BRA,1995,44.34580993652340
Brazil,BRA,1996,44.08195877075200
Brazil,BRA,1997,43.489933013916000
Brazil,BRA,1998,43.57197189331060
Brazil,BRA,1999,43.143802642822300
Brazil,BRA,2000,43.28843307495120
Brazil,BRA,2001,39.11162185668950
Brazil,BRA,2002,40.75665283203130
Brazil,BRA,2003,42.28412628173830
Brazil,BRA,2004,42.286155700683600
Brazil,BRA,2005,43.14569854736330
Brazil,BRA,2006,43.045963287353500
Brazil,BRA,2007,44.380226135253900
Brazil,BRA,2008,43.36677551269530
Brazil,BRA,2009,46.30883026123050
Brazil,BRA,2010,44.24653625488280
Brazil,BRA,2011,43.91006088256840
Brazil,BRA,2012,42.066368103027300
Brazil,BRA,2013,39.83659744262700
Brazil,BRA,2014,38.852745056152300
Brazil,BRA,2015,40.60352325439450
Brazil,BRA,2016,43.538700103759800
Brazil,BRA,2017,43.280677795410200
Brazil,BRA,2018,46.08049774169920
Brazil,BRA,2019,47.30484390258790
Brazil,BRA,2020,49.47188186645510
Brazil,BRA,2021,46.219749450683600
Bulgaria,BGR,1965,4.931370735168460
Bulgaria,BGR,1966,4.622976303100590
Bulgaria,BGR,1967,4.0036211013793900
Bulgaria,BGR,1968,2.3115649223327600
